Name,Twitter Ticker,Country,Industry,Google Ticker,Google Peers,Twitter Peers
TOYOBO,3101.T,Japan,Consumer Goods,TYO:3101,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
COACH,$COH,United States,Consumer Goods,NYSE:COH,NYSE:VFC TPE:1476 HKG:3998 TPE:1440 EPA:CDI NYSE:JNY ,$VFC 1476.TW 3998.HK 1440.TW DIOR.PA $JNY 
SEIKO ,8050.T,Japan,Consumer Goods,TYO:8050,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
NAGAILEBEN,7447.T,Japan,Consumer Goods,TYO:7447,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
SEIREN,3569.T,Japan,Consumer Goods,TYO:3569,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
GUNZE,3002.T,Japan,Consumer Goods,TYO:3002,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
JONES APPAREL ,$JNY,United States,Consumer Goods,NYSE:JNY,ASX:PBG ASX:BBG TPE:1459 HKG:0375 NASDAQ:FOSL NYSE:PVH ,PBG.AX BBG.AX 1459.TW 0375.HK $FOSL $PVH 
VARDHMAN TEXTILES,VART.NS,India,Consumer Goods,NSE:VTL,TPE:1419 NYSE:RL NYSE:VFC TPE:1476 HKG:3998 ,1419.TW $RL $VFC 1476.TW 3998.HK 
BURBERRY ,BRBY.L,United Kingdom,Consumer Goods,LON:BRBY,TPE:2911 NYSE:PVH TPE:9938 HKG:1234 NASDAQ:LULU ,2911.TW $PVH 9938.TW 1234.HK $LULU 
FAR EASTERN NEW CENTURY,1402.TW,Taiwan,Consumer Goods,TPE:1402,NSE:GITANJALI TPE:1434 NSE:TITAN ,GTGM.NS 1434.TW TITN.NS 
RUENTEX INDUSTRIES,2915.TW,Taiwan,Consumer Goods,TPE:2915,NYSE:CCL NSE:GITANJALI TPE:1434 TPE:1402 NSE:TITAN ,$CCL GTGM.NS 1434.TW 1402.TW TITN.NS 
ECLAT TEXTILE,1476.TW,Taiwan,Consumer Goods,TPE:1476,TPE:1419 NYSE:RL NYSE:VFC HKG:3998 NYSE:COH TPE:1459 ,1419.TW $RL $VFC 3998.HK $COH 1459.TW 
TEXWINCA ,0321.HK,Hong Kong,Consumer Goods,HKG:0321,HKG:1234 NASDAQ:LULU TPE:1419 NYSE:RL NYSE:VFC HKG:0375 ,1234.HK $LULU 1419.TW $RL $VFC 0375.HK 
XTEP INTERNATIONAL ,1368.HK,Hong Kong,Consumer Goods,HKG:1368,HKG:2331 TPE:2911 NYSE:PVH TPE:9938 HKG:1234 ,2331.HK 2911.TW $PVH 9938.TW 1234.HK 
PEABODY ENERGY,$BTU,United States,Basic Materials,NYSE:BTU,ASX:WHC NYSE:WLT NYSE:CNX NSE:GUJNRECOKE NSE:COAL ,WHC.AX $WLT $CNX GJNC.NS COAL.NS 
ALPHA NATURAL RESOURCES,$ANR,United States,Basic Materials,NYSE:ANR,NYSE:CLD NYSE:ACI ASX:WHC NYSE:WLT NYSE:CNX ,$CLD $ACI WHC.AX $WLT $CNX 
YANZHOU COAL MINING,1171.HK,Hong Kong,Basic Materials,HKG:1171,NSE:COAL HKG:0975 HKG:1898 HKG:1088 ,COAL.NS 0975.HK 1898.HK 1088.HK 
CONSOL ENERGY,$CNX,United States,Basic Materials,NYSE:CNX,ASX:WHC NYSE:WLT NYSE:BTU NSE:GUJNRECOKE NSE:COAL ,WHC.AX $WLT $BTU GJNC.NS COAL.NS 
NEW HOPE CORPORATION,NHC.AX,Australia,Basic Materials,ASX:NHC,NYSE:ANR ASX:WHC NYSE:WLT NYSE:CNX NYSE:BTU ,$ANR WHC.AX $WLT $CNX $BTU 
NEW WORLD RESOURCES,NWRR.L,United Kingdom,Basic Materials,LON:NWR,ASX:CPL ASX:GCL TSE:SGQ NYSE:CLD NYSE:ACI ,CPL.AX GCL.AX SGQ.TO $CLD $ACI 
CHINA SHENHUA ENERGY,1088.HK,Hong Kong,Basic Materials,HKG:1088,NSE:COAL HKG:0975 HKG:1898 ,COAL.NS 0975.HK 1898.HK 
SOUTHGOBI RESOURCES,SGQ.TO,Canada,Basic Materials,TSE:SGQ,ASX:CPL ASX:GCL LON:NWR NYSE:CLD NYSE:ACI TSE:CMK ,CPL.AX GCL.AX NWRR.L $CLD $ACI CMK.TO 
GLOUCESTER COAL,GCL.AX,Australia,Basic Materials,ASX:GCL,ASX:CZA ASX:CPL TSE:SGQ LON:NWR NYSE:CLD ,CZA.AX CPL.AX SGQ.TO NWRR.L $CLD 
WALTER ENERGY,$WLT,United States,Basic Materials,NYSE:WLT,NYSE:ACI NYSE:ANR ASX:WHC NYSE:CNX NYSE:BTU ,$ACI $ANR WHC.AX $CNX $BTU 
FUSHAN INTERNATIONAL ENERGY ,0639.HK,Hong Kong,Basic Materials,HKG:0639,NYSE:CNX NYSE:BTU NSE:GUJNRECOKE NSE:COAL HKG:0975 ,$CNX $BTU GJNC.NS COAL.NS 0975.HK 
MONGOLIAN MINING,0975.HK,Hong Kong,Basic Materials,HKG:0975,NYSE:BTU NSE:GUJNRECOKE NSE:COAL HKG:1898 HKG:1088 ,$BTU GJNC.NS COAL.NS 1898.HK 1088.HK 
HIDILI INDUSTRY INTERNATIONAL ,1393.HK,Hong Kong,Basic Materials,HKG:1393,NYSE:ANR ASX:WHC NYSE:WLT NYSE:CNX NYSE:BTU ,$ANR WHC.AX $WLT $CNX $BTU 
WHITE ENERGY,WEC.AX,Australia,Basic Materials,ASX:WEC,ASX:DTE TSE:CMK NYSE:PCX ,DTE.AX CMK.TO $PCX 
WHITEHAVEN COAL,WHC.AX,Australia,Basic Materials,ASX:WHC,NYSE:ACI NYSE:ANR ASX:AZT NYSE:WLT NYSE:CNX ASX:WEC ,$ACI $ANR AZT.AX $WLT $CNX WEC.AX 
ARCH COAL,$ACI,United States,Basic Materials,NYSE:ACI,TSE:SGQ LON:NWR NYSE:CLD NYSE:ANR ASX:WHC ,SGQ.TO NWRR.L $CLD $ANR WHC.AX 
WINSWAY COKING COAL ,1733.HK,Hong Kong,Basic Materials,HKG:1733,ASX:WHC NYSE:WLT NYSE:CNX NYSE:BTU NSE:GUJNRECOKE ,WHC.AX $WLT $CNX $BTU GJNC.NS 
CLINE MINING,CMK.TO,Canada,Basic Materials,TSE:CMK,ASX:WEC ASX:DTE NYSE:PCX ASX:COK TSE:SGQ ,WEC.AX DTE.AX $PCX COK.AX SGQ.TO 
CLOUD PEAK ENERGY,$CLD,United States,Basic Materials,NYSE:CLD,ASX:GCL TSE:SGQ LON:NWR NYSE:ACI NYSE:ANR ,GCL.AX SGQ.TO NWRR.L $ACI $ANR 
COAL INDIA,COAL.NS,India,Basic Materials,NSE:COAL,NYSE:BTU NSE:GUJNRECOKE HKG:0975 HKG:1898 HKG:1088 ,$BTU GJNC.NS 0975.HK 1898.HK 1088.HK 
COAL OF AFRICA,CZA.AX,Australia,Basic Materials,ASX:CZA,NYSE:PCX ASX:COK ASX:CPL ASX:GCL TSE:SGQ ,$PCX COK.AX CPL.AX GCL.AX SGQ.TO 
COALSPUR MINES,CPL.AX,Australia,Basic Materials,ASX:CPL,NYSE:PCX ASX:COK ASX:CZA ASX:GCL TSE:SGQ ,$PCX COK.AX CZA.AX GCL.AX SGQ.TO 
GUJARAT NRE COKE,GJNC.NS,India,Basic Materials,NSE:GUJNRECOKE,NYSE:WLT NYSE:CNX NYSE:BTU NSE:COAL HKG:0975 ,$WLT $CNX $BTU COAL.NS 0975.HK 
COCKATOO COAL,COK.AX,Australia,Basic Materials,ASX:COK,ASX:DTE TSE:CMK NYSE:PCX ASX:CZA ASX:CPL ,DTE.AX CMK.TO $PCX CZA.AX CPL.AX 
PATRIOT COAL,$PCX,United States,Basic Materials,NYSE:PCX,ASX:DTE TSE:CMK ASX:COK ASX:CZA ASX:CPL NYSE:CLD NYSE:ACI ,DTE.AX CMK.TO COK.AX CZA.AX CPL.AX $CLD $ACI 
CHINA COAL ENERGY,1898.HK,Hong Kong,Basic Materials,HKG:1898,NSE:GUJNRECOKE NSE:COAL HKG:0975 HKG:1088 ,GJNC.NS COAL.NS 0975.HK 1088.HK 
DART ENERGY,DTE.AX,Australia,Basic Materials,ASX:DTE,ASX:WEC TSE:CMK NYSE:PCX ASX:COK ,WEC.AX CMK.TO $PCX COK.AX 
ASTON RESOURCES,AZT.AX,Australia,Basic Materials,ASX:AZT,NYSE:ACI NYSE:ANR ASX:WHC NYSE:WLT NYSE:CNX ASX:WEC ,$ACI $ANR WHC.AX $WLT $CNX WEC.AX 
NAVISTAR INTERNATIONAL,$NAV,United States,Industrials,NYSE:NAV,TSE:TIH NYSE:GMT NYSE:OSK NYSE:TEX NASDAQ:WPRT ,TIH.TO $GMT $OSK $TEX WPRT.OQ 
FIAT INDUSTRIAL SPA,FI.MI,Italy,Industrials,BIT:FI,NYSE:JOY NSE:ESCORTS HKG:3339 HKG:3808 ETR:MAN ,$JOY ESCO.NS 3339.HK 3808.HK MANG.DE 
FIAT INDUSTRIAL ,FI_p.MI,Italy,Industrials,BIT:FIP,NSE:ESCORTS HKG:3339 HKG:3808 ETR:MAN NASDAQ:PCAR ,ESCO.NS 3339.HK 3808.HK MANG.DE $PCAR 
FIAT IND RSP,FIn.MI,Italy,Industrials,BIT:FIR,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
DEERE,$DE,United States,Industrials,NYSE:DE,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
KUBOTA,6326.T,Japan,Industrials,TYO:6326,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
QINGLING MOTORS ,1122.HK,Hong Kong,Industrials,HKG:1122,NYSE:TTC TSE:FTT NYSE:AGCO HKG:0038 NYSE:JOY ,$TTC FTT.TO $AGCO 0038.HK $JOY 
EICHER MOTORS,EICH.NS,India,Industrials,NSE:EICHERMOT,NSE:ABGSHIP NYSE:CMI NYSE:CAT NSE:ASHOKLEY NSE:BHARATFORG ,ABGS.NS $CMI $CAT ASOK.NS BFRG.NS 
ABG SHIPYARD,ABGS.NS,India,Industrials,NSE:ABGSHIP,NASDAQ:PCAR NSE:BEML NYSE:CMI NSE:EICHERMOT NYSE:CAT ,$PCAR BEML.NS $CMI EICH.NS $CAT 
BEML,BEML.NS,India,Industrials,NSE:BEML,ETR:MAN NASDAQ:PCAR NSE:ABGSHIP NYSE:CMI NSE:EICHERMOT ,MANG.DE $PCAR ABGS.NS $CMI EICH.NS 
FINNING INTERNATIONAL,FTT.TO,Canada,Industrials,TSE:FTT,NASDAQ:WPRT NYSE:TTC NYSE:AGCO HKG:0038 NYSE:JOY ,WPRT.OQ $TTC $AGCO 0038.HK $JOY 
AUSTAL,ASB.AX,Australia,Industrials,ASX:ASB,TSE:AFN NYSE:MTOR ASX:EHL ,AFN.TO $MTOR EHL.AX 
CHINA RONGSHENG HEAVY INDUSTRIES ,1101.HK,Hong Kong,Industrials,HKG:1101,HKG:3339 HKG:3808 ETR:MAN NASDAQ:PCAR NSE:BEML ,3339.HK 3808.HK MANG.DE $PCAR BEML.NS 
TADANO,6395.T,Japan,Industrials,TYO:6395,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
FIRST TRACTOR,0038.HK,Hong Kong,Industrials,HKG:0038,NYSE:TTC TSE:FTT NYSE:AGCO NYSE:JOY NSE:ESCORTS ,$TTC FTT.TO $AGCO $JOY ESCO.NS 
BHARAT FORGE,BFRG.NS,India,Industrials,NSE:BHARATFORG,NSE:EICHERMOT NYSE:CAT NSE:ASHOKLEY NSE:TATAMOTORS ,EICH.NS $CAT ASOK.NS TAMO.NS 
KAWASAKI HEAVY INDUSTRIES,7012.T,Japan,Industrials,TYO:7012,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
SHINMAYWA INDUSTRIES,7224.T,Japan,Industrials,TYO:7224,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
WESTINGHOUSE AIR BRAKE TECHNOLOGIES,$WAB,United States,Industrials,NYSE:WAB,NASDAQ:WPRT NYSE:TTC TSE:FTT NYSE:AGCO HKG:0038 ,WPRT.OQ $TTC FTT.TO $AGCO 0038.HK 
MAN,MANG.DE,Germany,Industrials,ETR:MAN,NSE:ESCORTS HKG:3339 HKG:3808 NASDAQ:PCAR NSE:BEML ,ESCO.NS 3339.HK 3808.HK $PCAR BEML.NS 
EMECO ,EHL.AX,Australia,Industrials,ASX:EHL,ASX:ASB TSE:AFN NYSE:MTOR NYSE:MTW TSE:TIH ,ASB.AX AFN.TO $MTOR $MTW TIH.TO 
MANITOWOC,$MTW,United States,Industrials,NYSE:MTW,NYSE:MTOR ASX:EHL TSE:TIH NYSE:GMT NYSE:OSK ,$MTOR EHL.AX TIH.TO $GMT $OSK 
ISEKI,6310.T,Japan,Industrials,TYO:6310,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
ISUZU MOTORS,7202.T,Japan,Industrials,TYO:7202,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
CATERPILLAR,$CAT,United States,Industrials,NYSE:CAT,NSE:ABGSHIP NYSE:CMI NSE:EICHERMOT NSE:ASHOKLEY NSE:BHARATFORG NYSE:MTOR ,ABGS.NS $CMI EICH.NS ASOK.NS BFRG.NS $MTOR 
CSBC CORP,2208.TW,Taiwan,Industrials,2208.TW,TPE:2208,ETR:MAN NASDAQ:PCAR NSE:BEML NSE:ABGSHIP NYSE:CMI 
CSR CORP,1766.HK,Hong Kong,Industrials,HKG:1766,NSE:EICHERMOT NYSE:CAT NSE:ASHOKLEY NSE:BHARATFORG NSE:TATAMOTORS ,EICH.NS $CAT ASOK.NS BFRG.NS TAMO.NS 
TATA MOTORS,TAMO.NS,India,Industrials,NSE:TATAMOTORS,NYSE:CAT NSE:ASHOKLEY NSE:BHARATFORG ,$CAT ASOK.NS BFRG.NS 
ZHUZHOU CSR TIMES ELECTRIC,3898.HK,Hong Kong,Industrials,HKG:3898,NSE:BEML NSE:ABGSHIP NYSE:CMI NSE:EICHERMOT NYSE:CAT ,BEML.NS ABGS.NS $CMI EICH.NS $CAT 
NIPPON SHARYO,7102.T,Japan,Industrials,TYO:7102,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
AG GROWTH INTERNATIONAL,AFN.TO,Canada,Industrials,TSE:AFN,ASX:ASB NYSE:MTOR ASX:EHL NYSE:MTW TSE:TIH NASDAQ:WPRT ,ASB.AX $MTOR EHL.AX $MTW TIH.TO WPRT.OQ 
AGCO,$AGCO,United States,Industrials,NYSE:AGCO,NASDAQ:WPRT NYSE:TTC TSE:FTT HKG:0038 NYSE:JOY ,WPRT.OQ $TTC FTT.TO 0038.HK $JOY 
CUMMINS,$CMI,United States,Industrials,NYSE:CMI,NASDAQ:PCAR NSE:BEML NSE:ABGSHIP NSE:EICHERMOT NYSE:CAT ,$PCAR BEML.NS ABGS.NS EICH.NS $CAT 
SASEBO HEAVY INDUSTRIES,7007.T,Japan,Industrials,TYO:7007,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
OSHKOSH,$OSK,United States,Industrials,NYSE:OSK,TSE:TIH NYSE:GMT NYSE:TEX NASDAQ:WPRT NYSE:TTC ,TIH.TO $GMT $TEX WPRT.OQ $TTC 
ESCORTS,ESCO.NS,India,Industrials,NSE:ESCORTS,HKG:0038 NYSE:JOY HKG:3339 HKG:3808 ETR:MAN NSE:BEML NSE:ABGSHIP ,0038.HK $JOY 3339.HK 3808.HK MANG.DE BEML.NS ABGS.NS 
GREAVES COTTON,GRVL.BO,India,Industrials,NSE:GREAVESCOT,ETR:MAN NASDAQ:PCAR NSE:BEML NSE:ABGSHIP NYSE:CMI ,MANG.DE $PCAR BEML.NS ABGS.NS $CMI 
WESTPORT INNOVATIONS,$WPRT,United States,Industrials,NASDAQ:WPRT,NYSE:GMT NYSE:OSK NYSE:TEX NYSE:TTC TSE:FTT TSE:AFN TSE:TIH ,$GMT $OSK $TEX $TTC FTT.TO AFN.TO TIH.TO 
TORO,$TTC,United States,Industrials,NYSE:TTC,NYSE:OSK NYSE:TEX NASDAQ:WPRT TSE:FTT NYSE:AGCO ,$OSK $TEX WPRT.OQ FTT.TO $AGCO 
TOROMONT INDUSTRIES,TIH.TO,Canada,Industrials,TSE:TIH,NYSE:MTOR ASX:EHL NYSE:MTW NYSE:GMT NYSE:OSK TSE:AFN NASDAQ:WPRT ,$MTOR EHL.AX $MTW $GMT $OSK AFN.TO WPRT.OQ 
HINO MOTORS,7205.T,Japan,Industrials,TYO:7205,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
PACCAR,$PCAR,United States,Industrials,NASDAQ:PCAR,HKG:3339 HKG:3808 ETR:MAN NSE:BEML NSE:ABGSHIP NYSE:MTOR NYSE:MTW ,3339.HK 3808.HK MANG.DE BEML.NS ABGS.NS $MTOR $MTW 
HITACHI CONSTRUCTION MACHINERY,6305.T,Japan,Industrials,TYO:6305,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
RITCHIE BROS. AUCTIONEERS,$RBA,United States,Industrials,NYSE:RBA,NYSE:TEX NASDAQ:WPRT NYSE:TTC TSE:FTT NYSE:AGCO ,$TEX WPRT.OQ $TTC FTT.TO $AGCO 
SINOTRUK,3808.HK,Hong Kong,Industrials,HKG:3808,NSE:ESCORTS HKG:3339 ETR:MAN NASDAQ:PCAR NSE:BEML ,ESCO.NS 3339.HK MANG.DE $PCAR BEML.NS 
FURUKAWA,5715.T,Japan,Industrials,TYO:5715,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
KOMATSU,6301.T,Japan,Industrials,TYO:6301,ASX:ASB TSE:AFN NYSE:MTOR ,ASB.AX AFN.TO $MTOR 
GUANGZHOU SHIPYARD INTERNATIONAL,0317.HK,Hong Kong,Industrials,HKG:0317,NASDAQ:WPRT NYSE:TTC TSE:FTT NYSE:AGCO HKG:0038 ,WPRT.OQ $TTC FTT.TO $AGCO 0038.HK 
ASHOK LEYLAND,ASOK.NS,India,Industrials,NSE:ASHOKLEY,NSE:EICHERMOT NYSE:CAT NSE:BHARATFORG NSE:TATAMOTORS ,EICH.NS $CAT BFRG.NS TAMO.NS 
LONKING ,3339.HK,Hong Kong,Industrials,HKG:3339,HKG:0038 NYSE:JOY NSE:ESCORTS HKG:3808 ETR:MAN ,0038.HK $JOY ESCO.NS 3808.HK MANG.DE 
TEREX,$TEX,United States,Industrials,NYSE:TEX,TSE:TIH NYSE:GMT NYSE:OSK NASDAQ:WPRT NYSE:TTC ,TIH.TO $GMT $OSK WPRT.OQ $TTC 
MERITOR,$MTOR,United States,Industrials,NYSE:MTOR,ASX:ASB TSE:AFN ASX:EHL NYSE:MTW TSE:TIH ,ASB.AX AFN.TO EHL.AX $MTW TIH.TO 
JOY GLOBAL,$JOY,United States,Industrials,NYSE:JOY,TSE:FTT NYSE:AGCO HKG:0038 NSE:ESCORTS HKG:3339 NYSE:MTOR ,FTT.TO $AGCO 0038.HK ESCO.NS 3339.HK $MTOR 
GATX,$GMT,United States,Industrials,NYSE:GMT,NYSE:MTW TSE:TIH NYSE:OSK NYSE:TEX NASDAQ:WPRT ,$MTW TIH.TO $OSK $TEX WPRT.OQ 
TRINITY INDUSTRIES,$TRN,United States,Industrials,NYSE:TRN,TSE:TIH NYSE:GMT NYSE:OSK NYSE:TEX NASDAQ:WPRT ,TIH.TO $GMT $OSK $TEX WPRT.OQ 
NUPLEX INDUSTRIES,NPX.NZ,New Zealand,Basic Materials,NZE:NPX,NASDAQ:SHLM NYSE:POL NYSE:CHMT ,$SHLM $POL $CHMT 
CHINA LUMENA NEW MATERIALS,0067.HK,Hong Kong,Basic Materials,HKG:0067,ETR:LXS NYSE:ARG NYSE:EMN TPE:2108 NSE:SRF ,LXSG.DE $ARG $EMN 2108.TW SRFL.NS 
CHINA MAN MADE FIBER,1718.TW,Taiwan,Basic Materials,TPE:1718,NYSE:EMN TPE:2108 NSE:SRF ETR:LIN EPA:AI ,$EMN 2108.TW SRFL.NS LING.DE AIRP.PA 
TSRC,2103.TW,Taiwan,Basic Materials,TPE:2103,EPA:AI NYSE:PX NYSE:DOW TPE:1303 TPE:1301 ,AIRP.PA $PX $DOW 1303.TW 1301.TW 
OCEAN PLASTICS,1321.TW,Taiwan,Basic Materials,TPE:1321,NYSE:HUN EPA:AKE ETR:LXS NYSE:ARG NYSE:EMN ,$HUN AKE.PA LXSG.DE $ARG $EMN 
KURARAY ,3405.T,Japan,Basic Materials,TYO:3405,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
CHINA PETROCHEMICAL DEVELOPMENT,1314.TW,Taiwan,Basic Materials,TPE:1314,NYSE:PX NYSE:DOW TPE:2103 TPE:1303 TPE:1301 ,$PX $DOW 2103.TW 1303.TW 1301.TW 
MINERALS TECHNOLOGIES,$MTX,United States,Basic Materials,NYSE:MTX,NZE:NPX NASDAQ:SHLM NYSE:POL NYSE:CHMT NYSE:OLN ,NPX.NZ $SHLM $POL $CHMT $OLN 
TAIWAN PROSPERITY CHEMICAL,4725.TW,Taiwan,Basic Materials,TPE:4725,TPE:2108 NSE:SRF ETR:LIN EPA:AI NYSE:PX ,2108.TW SRFL.NS LING.DE AIRP.PA $PX 
HUNTSMAN,$HUN,United States,Basic Materials,NYSE:HUN,NYSE:CHMT NYSE:OLN EPA:AKE ETR:LXS NYSE:ARG ,$CHMT $OLN AKE.PA LXSG.DE $ARG 
CHINA SANJIANG FINE CHEMICALS,2198.HK,Hong Kong,Basic Materials,HKG:2198,NYSE:POL NYSE:CHMT NYSE:OLN NYSE:HUN EPA:AKE ,$POL $CHMT $OLN $HUN AKE.PA 
TAIWAN STYRENE MONOMER,1310.TW,Taiwan,Basic Materials,TPE:1310,NYSE:OLN NYSE:HUN EPA:AKE ETR:LXS NYSE:ARG ,$OLN $HUN AKE.PA LXSG.DE $ARG 
CHINA SYNTHETIC RUBBER,2104.TW,Taiwan,Basic Materials,TPE:2104,NYSE:EMN TPE:2108 NSE:SRF ETR:LIN EPA:AI ,$EMN 2108.TW SRFL.NS LING.DE AIRP.PA 
OLIN,$OLN,United States,Basic Materials,NYSE:OLN,NASDAQ:SHLM NYSE:POL NYSE:CHMT NYSE:HUN EPA:AKE ,$SHLM $POL $CHMT $HUN AKE.PA 
UBE INDUSTRIES,4208.T,Japan,Basic Materials,TYO:4208,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
ADEKA,4401.T,Japan,Basic Materials,TYO:4401,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
BILLION INDUSTRIAL ,2299.HK,Hong Kong,Basic Materials,HKG:2299,NYSE:ARG NYSE:EMN TPE:2108 NSE:SRF ETR:LIN ,$ARG $EMN 2108.TW SRFL.NS LING.DE 
LANXESS,LXSG.DE,Germany,Basic Materials,ETR:LXS,NYSE:OLN NYSE:HUN EPA:AKE NYSE:ARG NYSE:EMN ETR:LIN ,$OLN $HUN AKE.PA $ARG $EMN LING.DE 
MITSUI CHEMICALS,4183.T,Japan,Basic Materials,TYO:4183,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
SRF,SRFL.NS,India,Basic Materials,NSE:SRF,NYSE:ARG NYSE:EMN TPE:2108 ETR:LIN EPA:AI ,$ARG $EMN 2108.TW LING.DE AIRP.PA 
SHOWA DENKO,4004.T,Japan,Basic Materials,TYO:4004,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
TOKAI CARBON,5301.T,Japan,Basic Materials,TYO:5301,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
FORMOSA CHEMICALS & FIBRE,1326.TW,Taiwan,Basic Materials,TPE:1326,NZE:NPX NASDAQ:SHLM NYSE:POL TPE:2108 TPE:2103 ,NPX.NZ $SHLM $POL 2108.TW 2103.TW 
FORMOSA PLASTICS,1301.TW,Taiwan,Basic Materials,TPE:1301,NYSE:DOW TPE:2103 TPE:1303 ,$DOW 2103.TW 1303.TW 
FORMOSAN RUBBER ,2107.TW,Taiwan,Basic Materials,TPE:2107,NYSE:ARG NYSE:EMN TPE:2108 NSE:SRF ETR:LIN ,$ARG $EMN 2108.TW SRFL.NS LING.DE 
ORIENTAL UNION CHEMICAL,1710.TW,Taiwan,Basic Materials,TPE:1710,NSE:SRF ETR:LIN EPA:AI NYSE:PX NYSE:DOW ,SRFL.NS LING.DE AIRP.PA $PX $DOW 
GRAND PACIFIC PETROCHEMICAL,1312.TW,Taiwan,Basic Materials,TPE:1312,NYSE:EMN TPE:2108 NSE:SRF ETR:LIN EPA:AI ,$EMN 2108.TW SRFL.NS LING.DE AIRP.PA 
CELANESE,$CE,United States,Basic Materials,NYSE:CE,NYSE:HUN EPA:AKE ETR:LXS NYSE:ARG NYSE:EMN ,$HUN AKE.PA LXSG.DE $ARG $EMN 
NIPPON SODA,4041.T,Japan,Basic Materials,TYO:4041,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
POLYONE,$POL,United States,Basic Materials,NYSE:POL,NZE:NPX NASDAQ:SHLM NYSE:CHMT NYSE:OLN NYSE:HUN ,NPX.NZ $SHLM $CHMT $OLN $HUN 
TORAY INDUSTRIES,3402.T,Japan,Basic Materials,TYO:3402,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
DOW CHEMICAL,$DOW,United States,Basic Materials,NYSE:DOW,ETR:LIN EPA:AI NYSE:PX TPE:2103 TPE:1303 NASDAQ:SHLM ,LING.DE AIRP.PA $PX 2103.TW 1303.TW $SHLM 
TOSOH,4042.T,Japan,Basic Materials,TYO:4042,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
AIR LIQUIDE,AIRP.PA,France,Basic Materials,EPA:AI,NSE:SRF ETR:LIN NYSE:PX NYSE:DOW TPE:2103 EPA:AKE ,SRFL.NS LING.DE $PX $DOW 2103.TW AKE.PA 
AIR PRODUCTS & CHEMICALS,$APD,United States,Basic Materials,NYSE:APD,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
TEIJIN,3401.T,Japan,Basic Materials,TYO:3401,NZE:NPX NASDAQ:SHLM NYSE:POL ,NPX.NZ $SHLM $POL 
SCHULMAN A,$SHLM,United States,Basic Materials,NASDAQ:SHLM,NZE:NPX NYSE:POL NYSE:CHMT ,NPX.NZ $POL $CHMT 
AIRGAS,$ARG,United States,Basic Materials,NYSE:ARG,EPA:AKE ETR:LXS NYSE:EMN TPE:2108 NSE:SRF NASDAQ:SHLM ,AKE.PA LXSG.DE $EMN 2108.TW SRFL.NS $SHLM 
ARKEMA,AKE.PA,France,Basic Materials,EPA:AKE,NYSE:CHMT NYSE:OLN NYSE:HUN ETR:LXS NYSE:ARG EPA:AI ,$CHMT $OLN $HUN LXSG.DE $ARG AIRP.PA 
SINOPEC SHANGHAI PETROCHEMICAL ,0338.HK,Hong Kong,Basic Materials,HKG:0338,TPE:2108 NSE:SRF ETR:LIN EPA:AI NYSE:PX ,2108.TW SRFL.NS LING.DE AIRP.PA $PX 
