Name,Twitter Ticker,Country,Industry,Google Ticker,Google Peers,Twitter Peers
TAIWAN DEVELOPMENT,2841.TW,Taiwan,Financials,TPE:2841,NYSE:LUK HKG:0715 TPE:2367 HKG:0604 HKG:1387 ,$LUK 0715.HK 2367.TW 0604.HK 1387.HK 
COSWAY CORPORATION,0288.HK,Hong Kong,Financials,HKG:0288,HKG:0480 NSE:MVL HKG:1224 NYSE:LUK HKG:0715 ,0480.HK MVLL.NS 1224.HK $LUK 0715.HK 
TOC,8841.T,Japan,Financials,TYO:8841,NZE:PFI LON:GRI ASX:FKP ,PFI.NZ GRI.L FKP.AX 
CHINESE ESTATES ,0127.HK,Hong Kong,Financials,HKG:0127,NSE:HUBTOWN HKG:1813 HKG:0272 HKG:0123 HKG:0054 ,HUBT.NS 1813.HK 0272.HK 0123.HK 0054.HK 
COUNTRY GARDEN,2007.HK,Hong Kong,Financials,HKG:2007,HKG:0813 HKG:0683 HKG:0960 HKG:0010 NSE:OBEROIRLTY ,0813.HK 0683.HK 0960.HK 0010.HK OEBO.NS 
ZHUGUANG  ,1176.HK,Hong Kong,Financials,HKG:1176,NZE:ANO EPA:NXI ETR:DEQ AMS:PEPR HKG:0755 ,ANO.NZ NEXI.PA DEQGn.DE PEPR.AS 0755.HK 
SRE GROUP,1207.HK,Hong Kong,Financials,HKG:1207,AMS:PEPR HKG:0755 HKG:1215 HKG:0258 ETR:DWN ,PEPR.AS 0755.HK 1215.HK 0258.HK DWNG.DE 
ANANT RAJ INDUSTRIES,ANRA.NS,India,Financials,NSE:ANANTRAJ,NSE:HUBTOWN HKG:1813 HKG:0272 HKG:0123 HKG:0054 ,HUBT.NS 1813.HK 0272.HK 0123.HK 0054.HK 
GODREJ PROPERTIES,GODR.NS,India,Financials,NSE:GODREJPROP,NSE:SOBHA HKG:3383 HKG:0813 HKG:0683 HKG:0960 ,SOBH.NS 3383.HK 0813.HK 0683.HK 0960.HK 
FOREST CITY ENTERPRISES,$FCEa,United States,Financials,NYSE:FCE.A,HKG:0258 ETR:DWN NYSE:HHC TSE:FCR HKG:0088 ,0258.HK DWNG.DE $HHC FCR.TO 0088.HK 
ADVANCETEK ENTERPRISE,1442.TW,Taiwan,Financials,TPE:1442,HKG:1224 NYSE:LUK HKG:0715 TPE:2367 HKG:0604 ,1224.HK $LUK 0715.HK 2367.TW 0604.HK 
DLF,DLF.NS,India,Financials,NSE:DLF,HKG:1972 HKG:0001 HKG:0016 ,1972.HK 0001.HK 0016.HK 
GOLDCREST,8871.T,Japan,Financials,TYO:8871,NZE:PFI LON:GRI ASX:FKP ,PFI.NZ GRI.L FKP.AX 
HEIWA REAL ESTATE,8803.T,Japan,Financials,TYO:8803,NZE:PFI LON:GRI ASX:FKP ,PFI.NZ GRI.L FKP.AX 
SHUI ON LAND,0272.HK,Hong Kong,Financials,HKG:0272,NSE:HUBTOWN HKG:1813 HKG:0123 HKG:0054 NSE:DBREALTY ,HUBT.NS 1813.HK 0123.HK 0054.HK DBRL.NS 
KERRY PROPERTIES,0683.HK,Hong Kong,Financials,HKG:0683,NSE:SOBHA HKG:3383 HKG:0813 HKG:0960 HKG:0010 ,SOBH.NS 3383.HK 0813.HK 0960.HK 0010.HK 
ST. JOE,$JOE,United States,Financials,NYSE:JOE,EPA:NXI HKG:1176 ETR:DEQ AMS:PEPR HKG:0755 ,NEXI.PA 1176.HK DEQGn.DE PEPR.AS 0755.HK 
BEIJING CAPITAL LAND,2868.HK,Hong Kong,Financials,HKG:2868,HKG:1224 NYSE:LUK HKG:0715 TPE:2367 HKG:0604 ,1224.HK $LUK 0715.HK 2367.TW 0604.HK 
CATHAY REAL ESTATE DEVELOPMENT,2501.TW,Taiwan,Financials,TPE:2501,HKG:0123 HKG:0054 NSE:DBREALTY HKG:3377 NSE:OMAXE ,0123.HK 0054.HK DBRL.NS 3377.HK OMAX.NS 
HENDERSON LAND DEVELOPMENT,0012.HK,Hong Kong,Financials,HKG:0012,HKG:0010 NSE:OBEROIRLTY HKG:1109 HKG:0101 HKG:0004 ,0010.HK OEBO.NS 1109.HK 0101.HK 0004.HK 
TOKYU LAND,8815.T,Japan,Financials,TYO:8815,NZE:PFI LON:GRI ASX:FKP ,PFI.NZ GRI.L FKP.AX 
GRAINGER,GRI.L,United Kingdom,Financials,LON:GRI,NZE:PFI ASX:FKP NZE:ANO EPA:NXI ,PFI.NZ FKP.AX ANO.NZ NEXI.PA 
FOUNDING CONSTRUCTION DEVELOPMENT,5533.TW,Taiwan,Financials,TPE:5533,HKG:0088 HKG:0230 HKG:0480 NSE:MVL HKG:1224 ,0088.HK 0230.HK 0480.HK MVLL.NS 1224.HK 
RENHE COMMERCIAL ,1387.HK,Hong Kong,Financials,HKG:1387,HKG:0715 TPE:2367 HKG:0604 HKG:1638 HKG:0034 ,0715.HK 2367.TW 0604.HK 1638.HK 0034.HK 
TOMSON GROUP,0258.HK,Hong Kong,Financials,HKG:0258,AMS:PEPR HKG:0755 HKG:1215 ETR:DWN NYSE:HHC ,PEPR.AS 0755.HK 1215.HK DWNG.DE $HHC 
KINDOM CONSTRUCTION,2520.TW,Taiwan,Financials,TPE:2520,HKG:1387 HKG:1638 HKG:0034 HKG:0846 NSE:HUBTOWN ,1387.HK 1638.HK 0034.HK 0846.HK HUBT.NS 
POLY  INVESTMENTS,0119.HK,Hong Kong,Financials,HKG:0119,NSE:HUBTOWN HKG:1813 HKG:0272 HKG:0123 HKG:0054 ,HUBT.NS 1813.HK 0272.HK 0123.HK 0054.HK 
LEUCADIA NATIONAL,$LUK,United States,Financials,NYSE:LUK,HKG:0480 NSE:MVL HKG:1224 HKG:0715 TPE:2367 NYSE:HHC ,0480.HK MVLL.NS 1224.HK 0715.HK 2367.TW $HHC 
FRANSHION PROPERTIES,0817.HK,Hong Kong,Financials,HKG:0817,HKG:0123 HKG:0054 NSE:DBREALTY HKG:3377 NSE:OMAXE ,0123.HK 0054.HK DBRL.NS 3377.HK OMAX.NS 
UNITECH,UNTE.NS,India,Financials,NSE:UNITECH,HKG:0813 HKG:0683 HKG:0960 HKG:0010 NSE:OBEROIRLTY ,0813.HK 0683.HK 0960.HK 0010.HK OEBO.NS 
AGILE PROPERTY ,3383.HK,Hong Kong,Financials,HKG:3383,NSE:OMAXE HKG:0410 NSE:SOBHA HKG:0813 HKG:0683 ,OMAX.NS 0410.HK SOBH.NS 0813.HK 0683.HK 
HIGHWEALTH CONSTRUCTION,2542.TW,Taiwan,Financials,TPE:2542,NSE:OMAXE HKG:0410 NSE:SOBHA HKG:3383 HKG:0813 ,OMAX.NS 0410.HK SOBH.NS 3383.HK 0813.HK 
CENTRAL CHINA REAL ESTATE,0832.HK,Hong Kong,Financials,HKG:0832,HKG:0480 NSE:MVL HKG:1224 NYSE:LUK HKG:0715 ,0480.HK MVLL.NS 1224.HK $LUK 0715.HK 
D B REALTY,DBRL.NS,India,Financials,NSE:DBREALTY,HKG:0272 HKG:0123 HKG:0054 HKG:3377 NSE:OMAXE NSE:MVL ,0272.HK 0123.HK 0054.HK 3377.HK OMAX.NS MVLL.NS 
GREENTOWN CHINA ,3900.HK,Hong Kong,Financials,HKG:3900,HKG:1813 HKG:0272 HKG:0123 HKG:0054 NSE:DBREALTY ,1813.HK 0272.HK 0123.HK 0054.HK DBRL.NS 
WHARF,0004.HK,Hong Kong,Financials,HKG:0004,HKG:0012 HKG:0101 HKG:1972 HKG:0001 HKG:0016 ,0012.HK 0101.HK 1972.HK 0001.HK 0016.HK 
WHEELOCK AND COMPANY,0020.HK,Hong Kong,Financials,HKG:0020,HKG:0813 HKG:0683 HKG:0960 HKG:0010 NSE:OBEROIRLTY ,0813.HK 0683.HK 0960.HK 0010.HK OEBO.NS 
SINO LAND COMPANY,0083.HK,Hong Kong,Financials,HKG:0083,HKG:0960 HKG:0010 NSE:OBEROIRLTY HKG:1109 HKG:0012 ,0960.HK 0010.HK OEBO.NS 1109.HK 0012.HK 
POWERLONG REAL ESTATE ,1238.HK,Hong Kong,Financials,HKG:1238,HKG:1224 NYSE:LUK HKG:0715 TPE:2367 HKG:0604 ,1224.HK $LUK 0715.HK 2367.TW 0604.HK 
SINO OCEAN LAND ,3377.HK,Hong Kong,Financials,HKG:3377,HKG:0054 NSE:DBREALTY NSE:OMAXE HKG:0410 NSE:SOBHA ,0054.HK DBRL.NS OMAX.NS 0410.HK SOBH.NS 
SINOLINK WORLDWIDE ,1168.HK,Hong Kong,Financials,HKG:1168,ETR:DEQ AMS:PEPR HKG:0755 HKG:1215 HKG:0258 ,DEQGn.DE PEPR.AS 0755.HK 1215.HK 0258.HK 
EVERGRANDE REAL ESTATE ,3333.HK,Hong Kong,Financials,HKG:3333,HKG:0813 HKG:0683 HKG:0960 HKG:0010 NSE:OBEROIRLTY ,0813.HK 0683.HK 0960.HK 0010.HK OEBO.NS 
ARNEST ONE,8895.T,Japan,Financials,TYO:8895,NZE:PFI LON:GRI ASX:FKP ,PFI.NZ GRI.L FKP.AX 
HKR INTERNATIONAL,0480.HK,Hong Kong,Financials,HKG:0480,HKG:0088 HKG:0230 NSE:MVL HKG:1224 NYSE:LUK ,0088.HK 0230.HK MVLL.NS 1224.HK $LUK 
DAIBIRU,8806.T,Japan,Financials,TYO:8806,NZE:PFI LON:GRI ASX:FKP ,PFI.NZ GRI.L FKP.AX 
INDIABULLS REAL ESTATE,INRL.NS,India,Financials,NSE:IBREALEST,HKG:3377 NSE:OMAXE HKG:0410 NSE:SOBHA HKG:3383 ,3377.HK OMAX.NS 0410.HK SOBH.NS 3383.HK 
POWER FINANCE CORPORATION,PREG.NS,India,Financials,NSE:PREG,HKG:1972 HKG:0001 HKG:0016 NSE:DLF ,1972.HK 0001.HK 0016.HK DLF.NS 
SUMITOMO REALTY & DEVELOPMENT,8830.T,Japan,Financials,TYO:8830,NZE:PFI LON:GRI ASX:FKP ,PFI.NZ GRI.L FKP.AX 
DAIKYO,8840.T,Japan,Financials,TYO:8840,NZE:PFI LON:GRI ASX:FKP ,PFI.NZ GRI.L FKP.AX 
SUN HUNG KAI PROPERTIES,0016.HK,Hong Kong,Financials,HKG:0016,HKG:0004 HKG:1972 HKG:0001 NSE:DLF ,0004.HK 1972.HK 0001.HK DLF.NS 
MVL,MVLL.NS,India,Financials,NSE:MVL,HKG:0230 HKG:0480 HKG:1224 NYSE:LUK HKG:0715 NSE:HUBTOWN NSE:DBREALTY ,0230.HK 0480.HK 1224.HK $LUK 0715.HK HUBT.NS DBRL.NS 
SUNAC CHINA ,1918.HK,Hong Kong,Financials,HKG:1918,HKG:1387 HKG:1638 HKG:0034 HKG:0846 NSE:HUBTOWN ,1387.HK 1638.HK 0034.HK 0846.HK HUBT.NS 
BROOKFIELD OFFICE PROPERTIES,$BPO,United States,Financials,NYSE:BPO,HKG:1387 HKG:1638 HKG:0034 HKG:0846 NSE:HUBTOWN ,1387.HK 1638.HK 0034.HK 0846.HK HUBT.NS 
CHEUNG KONG,0001.HK,Hong Kong,Financials,HKG:0001,HKG:0004 HKG:1972 HKG:0016 NSE:DLF ,0004.HK 1972.HK 0016.HK DLF.NS 
PROLOGIS EUROPEAN PROPERTIES,PEPR.AS,Netherlands,Financials,AMS:PEPR,HKG:1176 ETR:DEQ HKG:0755 HKG:1215 HKG:0258 ,1176.HK DEQGn.DE 0755.HK 1215.HK 0258.HK 
ASIA STANDARD INTERNATIONAL ,0129.HK,Hong Kong,Financials,HKG:0129,NZE:ANO EPA:NXI HKG:1176 ETR:DEQ AMS:PEPR ,ANO.NZ NEXI.PA 1176.HK DEQGn.DE PEPR.AS 
PROPERTY FOR INDUSTRY,PFI.NZ,New Zealand,Financials,NZE:PFI,LON:GRI ASX:FKP NZE:ANO ,GRI.L FKP.AX ANO.NZ 
LONG BON INTERNATIONAL,2514.TW,Taiwan,Financials,TPE:2514,HKG:1224 NYSE:LUK HKG:0715 TPE:2367 HKG:0604 ,1224.HK $LUK 0715.HK 2367.TW 0604.HK 
LONGFOR PROPERTIES,0960.HK,Hong Kong,Financials,HKG:0960,HKG:0813 HKG:0683 HKG:0010 NSE:OBEROIRLTY HKG:1109 ,0813.HK 0683.HK 0010.HK OEBO.NS 1109.HK 
SUNTECK REALTY,SUNT.NS,India,Financials,NSE:SUNTECK,HKG:0123 HKG:0054 NSE:DBREALTY HKG:3377 NSE:OMAXE ,0123.HK 0054.HK DBRL.NS 3377.HK OMAX.NS 
FANTASIA  ,1777.HK,Hong Kong,Financials,HKG:1777,HKG:0230 HKG:0480 NSE:MVL HKG:1224 NYSE:LUK ,0230.HK 0480.HK MVLL.NS 1224.HK $LUK 
FAR EAST CONSORTIUM INTERNATIONAL,0035.HK,Hong Kong,Financials,HKG:0035,HKG:0258 ETR:DWN NYSE:HHC TSE:FCR HKG:0088 ,0258.HK DWNG.DE $HHC FCR.TO 0088.HK 
CHINA AOYUAN PROPERTY GROUP,3883.HK,Hong Kong,Financials,HKG:3883,HKG:0258 ETR:DWN NYSE:HHC TSE:FCR HKG:0088 ,0258.HK DWNG.DE $HHC FCR.TO 0088.HK 
FARGLORY LAND DEVELOPMENT,5522.TW,Taiwan,Financials,TPE:5522,HKG:0410 NSE:SOBHA HKG:3383 HKG:0813 HKG:0683 ,0410.HK SOBH.NS 3383.HK 0813.HK 0683.HK 
KOWLOON DEVELOPMENT,0034.HK,Hong Kong,Financials,HKG:0034,HKG:0604 HKG:1387 HKG:1638 HKG:0846 NSE:HUBTOWN ,0604.HK 1387.HK 1638.HK 0846.HK HUBT.NS 
C C LAND ,1224.HK,Hong Kong,Financials,HKG:1224,HKG:0480 NSE:MVL NYSE:LUK HKG:0715 TPE:2367 ,0480.HK MVLL.NS $LUK 0715.HK 2367.TW 
HOPEWELL ,0054.HK,Hong Kong,Financials,HKG:0054,HKG:0272 HKG:0123 NSE:DBREALTY HKG:3377 NSE:OMAXE ,0272.HK 0123.HK DBRL.NS 3377.HK OMAX.NS 
HOPSON DEVELOPMENT ,0754.HK,Hong Kong,Financials,HKG:0754,HKG:1387 HKG:1638 HKG:0034 HKG:0846 NSE:HUBTOWN ,1387.HK 1638.HK 0034.HK 0846.HK HUBT.NS 
DELPHA CONSTRUCTION,2530.TW,Taiwan,Financials,TPE:2530,TSE:FSV ASX:REA HKG:1200 NYSE:JLL ASX:LLC ,FSV.TO REA.AX 1200.HK $JLL LLC.AX 
MIDLAND ,1200.HK,Hong Kong,Financials,HKG:1200,TSE:FSV ASX:REA NYSE:JLL ASX:LLC TPE:9940 ,FSV.TO REA.AX $JLL LLC.AX 9940.TW 
KUO YANG CONSTRUCTION,2505.TW,Taiwan,Financials,TPE:2505,HKG:1200 NYSE:JLL ASX:LLC TPE:9940 ,1200.HK $JLL LLC.AX 9940.TW 
HULIC,3265.T,Japan,Financials,TYO:3265,LON:SVS TSE:FSV ASX:REA ,SVS.L FSV.TO REA.AX 
FIRSTSERVICE,FSV.TO,Canada,Financials,TSE:FSV,LON:SVS ASX:REA HKG:1200 ,SVS.L REA.AX 1200.HK 
REA GROUP,REA.AX,Australia,Financials,ASX:REA,LON:SVS TSE:FSV HKG:1200 NYSE:JLL ASX:LLC ,SVS.L FSV.TO 1200.HK $JLL LLC.AX 
LEND LEASE GROUP,LLC.AX,Australia,Financials,ASX:LLC,ASX:REA HKG:1200 NYSE:JLL TPE:9940 ,REA.AX 1200.HK $JLL 9940.TW 
CBRE GROUP,$CBG,United States,Financials,NYSE:CBG,HKG:1200 NYSE:JLL ASX:LLC TPE:9940 ,1200.HK $JLL LLC.AX 9940.TW 
SAVILLS,SVS.L,United Kingdom,Financials,LON:SVS,TSE:FSV ASX:REA HKG:1200 ,FSV.TO REA.AX 1200.HK 
SINYI REALTY,9940.TW,Taiwan,Financials,TPE:9940,HKG:1200 NYSE:JLL ASX:LLC ,1200.HK $JLL LLC.AX 
JONES LANG LASALLE,$JLL,United States,Financials,NYSE:JLL,TSE:FSV ASX:REA HKG:1200 ASX:LLC TPE:9940 ,FSV.TO REA.AX 1200.HK LLC.AX 9940.TW 
YAMAHA,7951.T,Japan,Consumer Goods,TYO:7951,EPA:BEN NYSE:THO NASDAQ:POOL ,CHBE.PA $THO $POOL 
ALTEK,3059.TW,Taiwan,Consumer Goods,TPE:3059,NASDAQ:POOL NYSE:BC TPE:6209 TPE:9914 TPE:3008 ,$POOL $BC 6209.TW 9914.TW 3008.TW 
ABILITY ENTERPRISE,2374.TW,Taiwan,Consumer Goods,TPE:2374,NYSE:BC TPE:6209 TPE:3059 TPE:9914 TPE:3008 ,$BC 6209.TW 3059.TW 9914.TW 3008.TW 
THOR INDUSTRIES,$THO,United States,Consumer Goods,NYSE:THO,EPA:BEN NASDAQ:POOL NYSE:BC TPE:6209 ,CHBE.PA $POOL $BC 6209.TW 
BENETEAU,CHBE.PA,France,Consumer Goods,EPA:BEN,NYSE:THO NASDAQ:POOL NYSE:BC ,$THO $POOL $BC 
GIANT MANUFACTURING,9921.TW,Taiwan,Consumer Goods,TPE:9921,TPE:3059 TPE:9914 TPE:3008 ,3059.TW 9914.TW 3008.TW 
SHIMANO,7309.OS,Japan,Consumer Goods,TYO:7309,EPA:BEN NYSE:THO NASDAQ:POOL ,CHBE.PA $THO $POOL 
FLEETWOOD CORPORATION,FWD.AX,Australia,Consumer Goods,ASX:FWD,EPA:BEN NYSE:THO NASDAQ:POOL ,CHBE.PA $THO $POOL 
LARGAN PRECISION,3008.TW,Taiwan,Consumer Goods,TPE:3008,TPE:6209 TPE:3059 TPE:9914 ,6209.TW 3059.TW 9914.TW 
MIZUNO,8022.T,Japan,Consumer Goods,TYO:8022,EPA:BEN NYSE:THO NASDAQ:POOL ,CHBE.PA $THO $POOL 
NIKON,7731.T,Japan,Consumer Goods,TYO:7731,EPA:BEN NYSE:THO NASDAQ:POOL ,CHBE.PA $THO $POOL 
TAMRON,7740.T,Japan,Consumer Goods,TYO:7740,EPA:BEN NYSE:THO NASDAQ:POOL ,CHBE.PA $THO $POOL 
POLARIS INDUSTRIES,$PII,United States,Consumer Goods,NYSE:PII,NASDAQ:POOL NYSE:BC TPE:6209 TPE:3059 TPE:9914 ,$POOL $BC 6209.TW 3059.TW 9914.TW 
POOL,$POOL,United States,Consumer Goods,NASDAQ:POOL,EPA:BEN NYSE:THO NYSE:BC TPE:6209 TPE:3059 ,CHBE.PA $THO $BC 6209.TW 3059.TW 
KINKO OPTICAL,6209.TW,Taiwan,Consumer Goods,TPE:6209,NASDAQ:POOL NYSE:BC TPE:3059 TPE:9914 TPE:3008 ,$POOL $BC 3059.TW 9914.TW 3008.TW 
BRUNSWICK,$BC,United States,Consumer Goods,NYSE:BC,EPA:BEN NYSE:THO NASDAQ:POOL TPE:6209 TPE:3059 ,CHBE.PA $THO $POOL 6209.TW 3059.TW 
JOHNSON HEALTH,1736.TW,Taiwan,Consumer Goods,TPE:1736,NYSE:BC TPE:6209 TPE:3059 TPE:9914 TPE:3008 ,$BC 6209.TW 3059.TW 9914.TW 3008.TW 
MERIDA INDUSTRY,9914.TW,Taiwan,Consumer Goods,TPE:9914,NYSE:BC TPE:6209 TPE:3059 TPE:3008 ,$BC 6209.TW 3059.TW 3008.TW 
AMALGAMATED ,AHD.AX,Australia,Consumer Services,ASX:AHD,EBR:KIN NYSE:IMAX TSE:CGX NASDAQ:MSG ,KIPO.BR IMAX.N CGX.TO $MSG 
INTERNATIONAL SPEEDWAY,$ISCA,United States,Consumer Services,NASDAQ:ISCA,EBR:KIN ASX:AHD NYSE:IMAX TSE:CGX ,KIPO.BR AHD.AX IMAX.N CGX.TO 
MADISON SQUARE GARDEN,$MSG,United States,Consumer Services,NASDAQ:MSG,ASX:AHD NYSE:IMAX TSE:CGX NYSE:RCL NYSE:CCL ,AHD.AX IMAX.N CGX.TO $RCL $CCL 
ACCORDIA GOLF,2131.T,Japan,Consumer Services,TYO:2131,EBR:KIN ASX:AHD NYSE:IMAX ,KIPO.BR AHD.AX IMAX.N 
PGM,2466.T,Japan,Consumer Services,TYO:2466,EBR:KIN ASX:AHD NYSE:IMAX ,KIPO.BR AHD.AX IMAX.N 
CARNIVAL,CCL.L,United Kingdom,Consumer Services,LON:CCL,NASDAQ:MSG NYSE:RCL NYSE:CCL ,$MSG $RCL $CCL 
CARNIVAL,$CCL,United States,Consumer Services,NYSE:CCL,TSE:CGX NASDAQ:MSG NYSE:RCL ,CGX.TO $MSG $RCL 
REGAL ENTERTAINMENT ,$RGC,United States,Consumer Services,NYSE:RGC,ASX:AHD NYSE:IMAX TSE:CGX NASDAQ:MSG NYSE:RCL ,AHD.AX IMAX.N CGX.TO $MSG $RCL 
TOKYO DOME,9681.T,Japan,Consumer Services,TYO:9681,EBR:KIN ASX:AHD NYSE:IMAX ,KIPO.BR AHD.AX IMAX.N 
TOKYOTOKEIBA,9672.T,Japan,Consumer Services,TYO:9672,EBR:KIN ASX:AHD NYSE:IMAX ,KIPO.BR AHD.AX IMAX.N 
ORIENTAL LAND ,4661.T,Japan,Consumer Services,TYO:4661,EBR:KIN ASX:AHD NYSE:IMAX ,KIPO.BR AHD.AX IMAX.N 
KINEPOLIS ,KIPO.BR,Belgium,Consumer Services,EBR:KIN,ASX:AHD NYSE:IMAX TSE:CGX ,AHD.AX IMAX.N CGX.TO 
CINEMARK ,$CNK,United States,Consumer Services,NYSE:CNK,NYSE:IMAX TSE:CGX NASDAQ:MSG NYSE:RCL NYSE:CCL ,IMAX.N CGX.TO $MSG $RCL $CCL 
CINEPLEX,CGX.TO,Canada,Consumer Services,TSE:CGX,EBR:KIN ASX:AHD NYSE:IMAX NASDAQ:MSG NYSE:RCL ,KIPO.BR AHD.AX IMAX.N $MSG $RCL 
IMAX,IMAX,Canada,Consumer Services,NYSE:IMAX,EBR:KIN ASX:AHD TSE:CGX NASDAQ:MSG NYSE:RCL ,KIPO.BR AHD.AX CGX.TO $MSG $RCL 
FUJI KYUKO,9010.T,Japan,Consumer Services,TYO:9010,EBR:KIN ASX:AHD NYSE:IMAX ,KIPO.BR AHD.AX IMAX.N 
LIFE TIME FITNESS,$LTM,United States,Consumer Services,NYSE:LTM,ASX:AHD NYSE:IMAX TSE:CGX NASDAQ:MSG NYSE:RCL ,AHD.AX IMAX.N CGX.TO $MSG $RCL 
LIVE NATION ENTERTAINMENT,$LYV,United States,Consumer Services,NYSE:LYV,ASX:AHD NYSE:IMAX TSE:CGX NASDAQ:MSG NYSE:RCL ,AHD.AX IMAX.N CGX.TO $MSG $RCL 
ROUND ONE,4680.T,Japan,Consumer Services,TYO:4680,EBR:KIN ASX:AHD NYSE:IMAX ,KIPO.BR AHD.AX IMAX.N 
HOLIDAY ENTERTAINMENT,9943.TW,Taiwan,Consumer Services,TPE:9943,TSE:CGX NASDAQ:MSG NYSE:RCL NYSE:CCL ,CGX.TO $MSG $RCL $CCL 
ROYAL CARIBBEAN CRUISES,$RCL,United States,Consumer Services,NYSE:RCL,NYSE:IMAX TSE:CGX NASDAQ:MSG NYSE:CCL ,IMAX.N CGX.TO $MSG $CCL 
QBE INSURANCE ,QBE.AX,Australia,Financials,ASX:QBE,NYSE:RNR NYSE:PRE NYSE:RE NYSE:BRK.B ,$RNR $PRE $RE $BRKb 
ALTERRA CAPITAL ,$ALTE,United States,Financials,NASDAQ:ALTE,NYSE:VR NYSE:RNR NYSE:PRE ,$VR $RNR $PRE 
HANNOVER RE,HNRGn.DE,Germany,Financials,ETR:HNR1,NYSE:RNR NYSE:PRE NYSE:RE ASX:QBE NYSE:BRK.B ,$RNR $PRE $RE QBE.AX $BRKb 
BERKSHIRE HATHAWAY,$BRKa,United States,Financials,NYSE:BRK.A,NYSE:RE ASX:QBE NYSE:BRK.B ,$RE QBE.AX $BRKb 
BERKSHIRE HATHAWAY,$BRKb,United States,Financials,NYSE:BRK.B,NYSE:PRE NYSE:RE ASX:QBE ,$PRE $RE QBE.AX 
ENDURANCE SPECIALTY ,$ENH,United States,Financials,NYSE:ENH,NYSE:VR NYSE:RNR NYSE:PRE ,$VR $RNR $PRE 
REINSURANCE GROUP OF AMERICA,$RGA,United States,Financials,NYSE:RGA,NYSE:VR NYSE:RNR NYSE:PRE NYSE:RE ,$VR $RNR $PRE $RE 
PLATINUM UNDERWRITERS ,$PTP,United States,Financials,NYSE:PTP,NYSE:VR NYSE:RNR NYSE:PRE ,$VR $RNR $PRE 
RENAISSANCERE ,$RNR,United States,Financials,NYSE:RNR,NYSE:VR NYSE:PRE NYSE:RE ,$VR $PRE $RE 
MONTPELIER RE ,$MRH,United States,Financials,NYSE:MRH,NYSE:VR NYSE:RNR NYSE:PRE ,$VR $RNR $PRE 
EVEREST RE,$RE,United States,Financials,NYSE:RE,NYSE:VR NYSE:RNR NYSE:PRE ASX:QBE NYSE:BRK.B ,$VR $RNR $PRE QBE.AX $BRKb 
COMSCORE,SCOR.PA,France,Financials,EPA:SCOR,NYSE:VR NYSE:RNR NYSE:PRE ,$VR $RNR $PRE 
MUNICH RE,MUVGn.DE,Germany,Financials,ETR:MUV2,NYSE:PRE NYSE:RE ASX:QBE NYSE:BRK.B ,$PRE $RE QBE.AX $BRKb 
VALIDUS ,$VR,United States,Financials,NYSE:VR,NYSE:RNR NYSE:PRE NYSE:RE ,$RNR $PRE $RE 
ASPEN INSURANCE ,$AHL,United States,Financials,NYSE:AHL,NYSE:VR NYSE:RNR NYSE:PRE ,$VR $RNR $PRE 
PARTNERRE,$PRE,United States,Financials,NYSE:PRE,NYSE:VR NYSE:RNR NYSE:RE ASX:QBE NYSE:BRK.B ,$VR $RNR $RE QBE.AX $BRKb 
TRONY SOLAR ,2468.HK,Hong Kong,Oil & Gas,HKG:2468,ETR:SWV NASDAQ:GTAT ETR:S92 NASDAQ:FSLR TPE:3561 ,SWVG.DE $GTAT S92G.DE $FSLR 3561.TW 
CHINA HIGH SPEED TRANSMISSION EQUIPMENT,0658.HK,Hong Kong,Oil & Gas,HKG:0658,ETR:S92 HKG:2468 NASDAQ:FSLR TPE:3561 TPE:3576 ,S92G.DE 2468.HK $FSLR 3561.TW 3576.TW 
CHINA LONGYUAN POWER ,0916.HK,Hong Kong,Oil & Gas,HKG:0916,TPE:3561 TPE:3576 NSE:SUZLON ,3561.TW 3576.TW SUZL.NS 
NEO SOLAR POWER,3576.TW,Taiwan,Oil & Gas,TPE:3576,HKG:2468 NASDAQ:FSLR TPE:3561 NSE:SUZLON ,2468.HK $FSLR 3561.TW SUZL.NS 
SOLARTECH ENERGY,3561.TW,Taiwan,Oil & Gas,TPE:3561,HKG:2468 NASDAQ:FSLR TPE:3576 NSE:SUZLON ,2468.HK $FSLR 3576.TW SUZL.NS 
HUANENG RENEWABLES,0958.HK,Hong Kong,Oil & Gas,HKG:0958,NASDAQ:FSLR TPE:3561 TPE:3576 NSE:SUZLON ,$FSLR 3561.TW 3576.TW SUZL.NS 
SOLARWORLD,SWVG.DE,Germany,Oil & Gas,ETR:SWV,NASDAQ:GTAT ETR:S92 HKG:2468 ,$GTAT S92G.DE 2468.HK 
GINTECH ENERGY,3514.TW,Taiwan,Oil & Gas,TPE:3514,NASDAQ:FSLR TPE:3561 TPE:3576 NSE:SUZLON ,$FSLR 3561.TW 3576.TW SUZL.NS 
FIRST SOLAR,$FSLR,United States,Oil & Gas,NASDAQ:FSLR,NASDAQ:GTAT ETR:S92 HKG:2468 TPE:3561 TPE:3576 ,$GTAT S92G.DE 2468.HK 3561.TW 3576.TW 
CHINA SINGYES SOLAR TECHNOLOGIES,0750.HK,Hong Kong,Oil & Gas,HKG:0750,ETR:S92 HKG:2468 NASDAQ:FSLR TPE:3561 TPE:3576 ,S92G.DE 2468.HK $FSLR 3561.TW 3576.TW 
